Y,X,Result,Assisted,Goalie,Player,Team,Year
1065,1324,GOAL,Assisted,Jack Concannon,Ben Mcintosh,Archers,2019
1213,1281,GOAL,Assisted,Jack Concannon,Ben Mcintosh,Archers,2019
1368,1352,GOAL,Assisted,Jack Concannon,Ben Mcintosh,Archers,2019
1377,799,GOAL,Assisted,Jack Concannon,Dan Eipp,Archers,2019
1293,953,GOAL,Assisted,Jack Concannon,Dominique Alexander,Archers,2019
953,1152,GOAL,Assisted,Jack Concannon,Joey Sankey,Archers,2019
1009,1106,GOAL,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1037,861,GOAL,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1147,1411,GOAL,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1298,1316,GOAL,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1323,1502,GOAL,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1380,1013,GOAL,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1386,984,GOAL,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1619,1316,GOAL,Assisted,Jack Concannon,Mike Simon,Archers,2019
1402,1444,GOAL,Assisted,Jack Concannon,Scott Ratliff,Archers,2019
1116,1563,GOAL,Assisted,Jack Concannon,Tom Schreiber,Archers,2019
1447,1172,GOAL,Assisted,Jack Concannon,Tom Schreiber,Archers,2019
1641,911,GOAL,Assisted,John Galloway,Marcus Holman,Archers,2019
1095,718,GOAL,Assisted,Kyle Bernlohr,Christian Cuccinello,Archers,2019
943,1149,GOAL,Assisted,Kyle Bernlohr,Marcus Holman,Archers,2019
1628,740,GOAL,Assisted,Kyle Bernlohr,Tom Schreiber,Archers,2019
1314,958,GOAL,Assisted,Scott Rodgers,Marcus Holman,Archers,2019
1164,1274,GOAL,Assisted,Tim Troutner,Dan Eipp,Archers,2019
1182,1357,GOAL,Assisted,Tim Troutner,Kevin Rice,Archers,2019
998,883,GOAL,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1045,1455,GOAL,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1308,985,GOAL,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1454,1131,GOAL,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1176,1005,GOAL,Assisted,Tim Troutner,Scott Ratliff,Archers,2019
1169,1035,GOAL,Assisted,Blaze Riorden,Noah Richard,Atlas,2019
1050,972,GOAL,Assisted,Drew Adams,James Pannell,Atlas,2019
1040,953,GOAL,Assisted,Adam Ghitelman,Chris Cloutier,Atlas,2019
1024,912,GOAL,Assisted,Adam Ghitelman,Kieran McArdle,Atlas,2019
1254,1229,GOAL,Assisted,Adam Ghitelman,Paul Rabil,Atlas,2019
1092,1035,GOAL,Assisted,Adam Ghitelman,Ryan Brown,Atlas,2019
1525,775,GOAL,Assisted,Adam Ghitelman,Ryan Brown,Atlas,2019
1170,1008,GOAL,Assisted,Blaze Riorden,Cade Van Raaphorst,Atlas,2019
1384,1076,GOAL,Assisted,Blaze Riorden,Kieran McArdle,Atlas,2019
1049,1020,GOAL,Assisted,Drew Adams,Brent Noseworthy,Atlas,2019
1267,1196,GOAL,Assisted,Drew Adams,Joel Tinney,Atlas,2019
1726,974,GOAL,Assisted,John Galloway,Cade Van Raaphorst,Atlas,2019
1301,773,GOAL,Assisted,John Galloway,Chris Cloutier,Atlas,2019
962,865,GOAL,Assisted,John Galloway,Kieran McArdle,Atlas,2019
1431,1027,GOAL,Assisted,John Galloway,Ryan Brown,Atlas,2019
1257,1483,GOAL,Assisted,Kyle Bernlohr,Paul Rabil,Atlas,2019
1275,1474,GOAL,Assisted,Kyle Bernlohr,Ryan Brown,Atlas,2019
1603,768,GOAL,Assisted,Tim Troutner,Cade Van Raaphorst,Atlas,2019
930,827,GOAL,Assisted,Tim Troutner,Kieran McArdle,Atlas,2019
1030,913,GOAL,Assisted,Tim Troutner,Kieran McArdle,Atlas,2019
1323,1003,GOAL,Assisted,Tim Troutner,Kieran McArdle,Atlas,2019
1442,1126,GOAL,Assisted,Tim Troutner,Ryan Brown,Atlas,2019
1412,1385,GOAL,Assisted,Adam Ghitelman,Andrew Hodgson,Atlas,2019
985,1128,GOAL,Assisted,Adam Ghitelman,Eric Law,Atlas,2019
1013,1231,GOAL,Assisted,Adam Ghitelman,Eric Law,Atlas,2019
1039,1062,GOAL,Assisted,Adam Ghitelman,Paul Rabil,Atlas,2019
1078,954,GOAL,Assisted,Adam Ghitelman,Ryan Brown,Atlas,2019
1150,1386,GOAL,Assisted,Adam Ghitelman,Ryan Brown,Atlas,2019
1263,1519,GOAL,Assisted,Adam Ghitelman,Ryan Brown,Atlas,2019
911,1159,GOAL,Assisted,Blaze Riorden,Eric Law,Atlas,2019
1293,659,GOAL,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1341,841,GOAL,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1353,574,GOAL,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
906,1154,GOAL,Assisted,Drew Adams,Eric Law,Atlas,2019
999,1145,GOAL,Assisted,Drew Adams,Eric Law,Atlas,2019
970,851,GOAL,Assisted,Drew Adams,Ryan Brown,Atlas,2019
1445,1279,GOAL,Assisted,Drew Adams,Ryan Brown,Atlas,2019
1011,1096,GOAL,Assisted,John Galloway,Connor Buczek,Atlas,2019
1123,1191,GOAL,Assisted,John Galloway,Connor Buczek,Atlas,2019
1422,1479,GOAL,Assisted,John Galloway,Connor Buczek,Atlas,2019
1680,1052,GOAL,Assisted,John Galloway,Connor Buczek,Atlas,2019
915,1175,GOAL,Assisted,John Galloway,Eric Law,Atlas,2019
977,1128,GOAL,Assisted,John Galloway,Eric Law,Atlas,2019
1060,881,GOAL,Assisted,John Galloway,Eric Law,Atlas,2019
962,1137,GOAL,Assisted,John Galloway,Ryan Brown,Atlas,2019
1056,997,GOAL,Assisted,John Galloway,Ryan Brown,Atlas,2019
1178,895,GOAL,Assisted,John Galloway,Ryan Brown,Atlas,2019
1606,1046,GOAL,Assisted,John Galloway,Ryan Brown,Atlas,2019
1083,1086,GOAL,Assisted,John Galloway,Ryan Conrad,Atlas,2019
1453,1240,GOAL,Assisted,Kyle Bernlohr,Connor Buczek,Atlas,2019
1320,1485,GOAL,Assisted,Tim Troutner,Connor Buczek,Atlas,2019
1346,541,GOAL,Assisted,Tim Troutner,Connor Buczek,Atlas,2019
1380,612,GOAL,Assisted,Tim Troutner,Connor Buczek,Atlas,2019
1569,674,GOAL,Assisted,Tim Troutner,Connor Buczek,Atlas,2019
1014,1101,GOAL,Assisted,Tim Troutner,Eric Law,Atlas,2019
1036,1078,GOAL,Assisted,Tim Troutner,Eric Law,Atlas,2019
1037,1054,GOAL,Assisted,Tim Troutner,Eric Law,Atlas,2019
1615,1164,GOAL,Assisted,Tim Troutner,Paul Rabil,Atlas,2019
1011,1116,GOAL,Assisted,Adam Ghitelman,Josh Byrne,Chaos,2019
1026,1102,GOAL,Assisted,John Galloway,Connor Fields,Chaos,2019
1039,882,GOAL,Assisted,Brett Queener,Connor Fields,Chaos,2019
1085,532,GOAL,Assisted,Brett Queener,Deemer Class,Chaos,2019
1388,594,GOAL,Assisted,Brett Queener,Deemer Class,Chaos,2019
1276,880,GOAL,Assisted,Brett Queener,Josh Byrne,Chaos,2019
1286,696,GOAL,Assisted,Brett Queener,Josh Byrne,Chaos,2019
1324,529,GOAL,Assisted,Brett Queener,Josh Byrne,Chaos,2019
1026,725,GOAL,Assisted,Drew Adams,Connor Fields,Chaos,2019
1002,725,GOAL,Assisted,Drew Adams,Josh Byrne,Chaos,2019
1320,1287,GOAL,Assisted,Drew Adams,Myles Jones,Chaos,2019
1148,1380,GOAL,Assisted,Jack Concannon,Kevin Buchanan,Chaos,2019
1240,819,GOAL,Assisted,John Galloway,Kevin Buchanan,Chaos,2019
956,642,GOAL,Assisted,Kyle Bernlohr,Connor Fields,Chaos,2019
1071,938,GOAL,Assisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1277,485,GOAL,Assisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1349,1068,GOAL,Assisted,Kyle Bernlohr,Josh Byrne,Chaos,2019
1071,958,GOAL,Assisted,Kyle Bernlohr,Kevin Buchanan,Chaos,2019
1408,960,GOAL,Assisted,Kyle Bernlohr,Kevin Buchanan,Chaos,2019
1336,549,GOAL,Assisted,Tim Troutner,Josh Byrne,Chaos,2019
1054,1006,GOAL,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
1091,1171,GOAL,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
1459,913,GOAL,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
1026,882,GOAL,Assisted,Adam Ghitelman,Dhane Smith,Chaos,2019
1098,1382,GOAL,Assisted,Drew Adams,Eric Scott,Chaos,2019
983,792,GOAL,Assisted,Drew Adams,Mark Glicini,Chaos,2019
1368,1033,GOAL,Assisted,Jack Concannon,Kyle Mcclancy,Chaos,2019
1091,1290,GOAL,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1490,880,GOAL,Assisted,John Galloway,Eric Scott,Chaos,2019
1193,795,GOAL,Assisted,John Galloway,Jake Froccaro,Chaos,2019
1345,1268,GOAL,Assisted,John Galloway,Jake Froccaro,Chaos,2019
1017,1096,GOAL,Assisted,John Galloway,Mike Bocklet,Chaos,2019
1312,1020,GOAL,Assisted,John Galloway,Miles Thompson,Chaos,2019
1451,980,GOAL,Assisted,John Galloway,Troy Reh,Chaos,2019
1293,676,GOAL,Assisted,Kyle Bernlohr,Deemer Class,Chaos,2019
937,1150,GOAL,Assisted,Kyle Bernlohr,Dhane Smith,Chaos,2019
1216,1341,GOAL,Assisted,Kyle Bernlohr,Dhane Smith,Chaos,2019
1135,893,GOAL,Assisted,Kyle Bernlohr,Jake Froccaro,Chaos,2019
1662,858,GOAL,Assisted,Kyle Bernlohr,Jarrod Neumann,Chaos,2019
1372,1452,GOAL,Assisted,Kyle Bernlohr,Matt Rees,Chaos,2019
1105,1401,GOAL,Assisted,Tim Troutner,Dhane Smith,Chaos,2019
1081,855,GOAL,Assisted,Tim Troutner,Jake Froccaro,Chaos,2019
1666,897,GOAL,Assisted,Tim Troutner,Jake Froccaro,Chaos,2019
1620,592,GOAL,Assisted,Tim Troutner,Jarrod Neumann,Chaos,2019
1074,1434,GOAL,Assisted,Tim Troutner,Miles Thompson,Chaos,2019
1519,691,GOAL,Assisted,Tim Troutner,Myles Jones,Chaos,2019
793,883,GOAL,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1060,910,GOAL,Assisted,Kyle Bernlohr,Matt Danowski,Chrome,2019
1051,941,GOAL,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1294,551,GOAL,Assisted,Adam Ghitelman,Justin Guterding,Chrome,2019
1342,520,GOAL,Assisted,Adam Ghitelman,Justin Guterding,Chrome,2019
1034,821,GOAL,Assisted,Blaze Riorden,John Ranagan,Chrome,2019
958,600,GOAL,Assisted,Blaze Riorden,Justin Guterding,Chrome,2019
982,695,GOAL,Assisted,Blaze Riorden,Justin Guterding,Chrome,2019
1434,1052,GOAL,Assisted,Blaze Riorden,Justin Guterding,Chrome,2019
1042,1044,GOAL,Assisted,Blaze Riorden,Simon Mathias,Chrome,2019
1654,1245,GOAL,Assisted,Dan Morris,Ned Crotty,Chrome,2019
1345,924,GOAL,Assisted,Drew Adams,Simon Mathias,Chrome,2019
1076,747,GOAL,Assisted,Jack Concannon,Justin Guterding,Chrome,2019
1266,1074,GOAL,Assisted,Jack Concannon,Justin Guterding,Chrome,2019
1276,518,GOAL,Assisted,Kyle Bernlohr,Justin Guterding,Chrome,2019
1304,1129,GOAL,Assisted,Kyle Bernlohr,Justin Guterding,Chrome,2019
1296,510,GOAL,Assisted,Tim Troutner,Justin Guterding,Chrome,2019
1048,1128,GOAL,Assisted,Tim Troutner,Ned Crotty,Chrome,2019
1296,1007,GOAL,Assisted,Adam Ghitelman,Jordan MacIntosh,Chrome,2019
1056,1184,GOAL,Assisted,Adam Ghitelman,Jordan Wolf,Chrome,2019
1172,900,GOAL,Assisted,Adam Ghitelman,Jordan Wolf,Chrome,2019
1393,1158,GOAL,Assisted,Blaze Riorden,John Moderski,Chrome,2019
1170,796,GOAL,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1191,867,GOAL,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1255,950,GOAL,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1311,650,GOAL,Assisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
1008,1193,GOAL,Assisted,Blaze Riorden,Jordan Wolf,Chrome,2019
1111,1065,GOAL,Assisted,Blaze Riorden,Jordan Wolf,Chrome,2019
1147,1003,GOAL,Assisted,Blaze Riorden,Jordan Wolf,Chrome,2019
1139,994,GOAL,Assisted,Blaze Riorden,Matt Danowski,Chrome,2019
1458,1273,GOAL,Assisted,Dan Morris,Matt Danowski,Chrome,2019
1387,583,GOAL,Assisted,Drew Adams,Jordan MacIntosh,Chrome,2019
1110,1197,GOAL,Assisted,Jack Concannon,Joel White,Chrome,2019
1021,906,GOAL,Assisted,Jack Concannon,Jordan MacIntosh,Chrome,2019
1248,1286,GOAL,Assisted,Jack Concannon,Jordan MacIntosh,Chrome,2019
1317,801,GOAL,Assisted,Jack Concannon,Jordan MacIntosh,Chrome,2019
1464,1084,GOAL,Assisted,Jack Concannon,Jordan MacIntosh,Chrome,2019
1238,1502,GOAL,Assisted,Jack Concannon,Matt Danowski,Chrome,2019
1138,1085,GOAL,Assisted,Jack Concannon,Ned Crotty,Chrome,2019
1141,705,GOAL,Assisted,Jack Concannon,Will Haus,Chrome,2019
1020,912,GOAL,Assisted,Kyle Bernlohr,Jordan MacIntosh,Chrome,2019
1137,1568,GOAL,Assisted,Kyle Bernlohr,Matt Danowski,Chrome,2019
1337,1377,GOAL,Assisted,Kyle Bernlohr,Max Tuttle,Chrome,2019
1140,1182,GOAL,Assisted,Tim Troutner,Matt Danowski,Chrome,2019
1052,990,GOAL,Assisted,Adam Ghitelman,Jules Heningburg,Redwoods,2019
1019,1093,GOAL,Assisted,Brett Queener,Matt Kavanagh,Redwoods,2019
774,893,GOAL,Assisted,Jack Concannon,Jules Heningburg,Redwoods,2019
1148,1085,GOAL,Assisted,Adam Ghitelman,Matt Kavanagh,Redwoods,2019
1045,577,GOAL,Assisted,Blaze Riorden,Joe Walters,Redwoods,2019
1459,1232,GOAL,Assisted,Blaze Riorden,Joe Walters,Redwoods,2019
931,849,GOAL,Assisted,Blaze Riorden,Jules Heningburg,Redwoods,2019
1077,1035,GOAL,Assisted,Blaze Riorden,Ryder Garnsey,Redwoods,2019
1223,1355,GOAL,Assisted,Blaze Riorden,Ryder Garnsey,Redwoods,2019
1381,1041,GOAL,Assisted,Brett Queener,Joe Walters,Redwoods,2019
1152,730,GOAL,Assisted,Brett Queener,Matt Kavanagh,Redwoods,2019
1718,883,GOAL,Assisted,Brett Queener,Matt Kavanagh,Redwoods,2019
1005,871,GOAL,Assisted,Brett Queener,Ryder Garnsey,Redwoods,2019
1070,749,GOAL,Assisted,Drew Adams,Ryder Garnsey,Redwoods,2019
1254,959,GOAL,Assisted,Drew Adams,Ryder Garnsey,Redwoods,2019
1098,1395,GOAL,Assisted,Jack Concannon,Joe Walters,Redwoods,2019
1526,1005,GOAL,Assisted,Jack Concannon,Matt Kavanagh,Redwoods,2019
1103,628,GOAL,Assisted,Jack Concannon,Ryder Garnsey,Redwoods,2019
982,708,GOAL,Assisted,John Galloway,Ryder Garnsey,Redwoods,2019
1214,1342,GOAL,Assisted,Kyle Bernlohr,Joe Walters,Redwoods,2019
1514,843,GOAL,Assisted,Kyle Bernlohr,Joe Walters,Redwoods,2019
934,850,GOAL,Assisted,Kyle Bernlohr,Jules Heningburg,Redwoods,2019
931,855,GOAL,Assisted,Kyle Bernlohr,Matt Kavanagh,Redwoods,2019
980,876,GOAL,Assisted,Kyle Bernlohr,Matt Kavanagh,Redwoods,2019
1145,942,GOAL,Assisted,Kyle Bernlohr,Matt Kavanagh,Redwoods,2019
1031,1316,GOAL,Assisted,Kyle Bernlohr,Ryder Garnsey,Redwoods,2019
1148,925,GOAL,Assisted,Kyle Bernlohr,Ryder Garnsey,Redwoods,2019
1073,1075,GOAL,Assisted,Adam Ghitelman,Jules Heningburg,Redwoods,2019
1420,573,GOAL,Assisted,Adam Ghitelman,Kyle Harrison,Redwoods,2019
1535,999,GOAL,Assisted,Blaze Riorden,Eddy Glazener,Redwoods,2019
989,1122,GOAL,Assisted,Blaze Riorden,Jules Heningburg,Redwoods,2019
1505,1138,GOAL,Assisted,Blaze Riorden,Larken Kemp,Redwoods,2019
1271,1343,GOAL,Assisted,Brett Queener,Clarke Petterson,Redwoods,2019
1219,1481,GOAL,Assisted,Brett Queener,Kyle Harrison,Redwoods,2019
1271,1444,GOAL,Assisted,Brett Queener,Patrick Harbeson,Redwoods,2019
1187,669,GOAL,Assisted,Brett Queener,Sergio Perkovic,Redwoods,2019
1459,1560,GOAL,Assisted,Drew Adams,Brent Adams,Redwoods,2019
1468,710,GOAL,Assisted,Drew Adams,Brent Adams,Redwoods,2019
1033,1330,GOAL,Assisted,Drew Adams,Jules Heningburg,Redwoods,2019
1663,980,GOAL,Assisted,Drew Adams,Sergio Perkovic,Redwoods,2019
1049,1058,GOAL,Assisted,Drew Adams,Wes Berg,Redwoods,2019
1058,1073,GOAL,Assisted,Drew Adams,Wes Berg,Redwoods,2019
1142,1032,GOAL,Assisted,Drew Adams,Wes Berg,Redwoods,2019
1153,1442,GOAL,Assisted,Drew Adams,Wes Berg,Redwoods,2019
1025,1081,GOAL,Assisted,Jack Concannon,Jules Heningburg,Redwoods,2019
1044,1072,GOAL,Assisted,Jack Concannon,Jules Heningburg,Redwoods,2019
1382,1129,GOAL,Assisted,Jack Concannon,Wes Berg,Redwoods,2019
1236,807,GOAL,Assisted,Kyle Bernlohr,Brent Adams,Redwoods,2019
1002,1118,GOAL,Assisted,Kyle Bernlohr,Clarke Petterson,Redwoods,2019
1301,814,GOAL,Assisted,Kyle Bernlohr,Clarke Petterson,Redwoods,2019
1015,1106,GOAL,Assisted,Kyle Bernlohr,Jules Heningburg,Redwoods,2019
1044,1085,GOAL,Assisted,Kyle Bernlohr,Jules Heningburg,Redwoods,2019
1717,1012,GOAL,Assisted,Kyle Bernlohr,Sergio Perkovic,Redwoods,2019
1131,1052,GOAL,Assisted,Kyle Bernlohr,Sergio Salcido,Redwoods,2019
1222,1279,GOAL,Assisted,Kyle Bernlohr,Sergio Salcido,Redwoods,2019
975,1174,GOAL,Assisted,Kyle Bernlohr,Wes Berg,Redwoods,2019
1236,1274,GOAL,Assisted,Kyle Bernlohr,Wes Berg,Redwoods,2019
1538,1160,GOAL,Assisted,Blaze Riorden,Bryce Young,Whipsnakes,2019
1519,1061,GOAL,Assisted,Blaze Riorden,Connor Kelly,Whipsnakes,2019
1182,1416,GOAL,Assisted,Blaze Riorden,Matt Rambo,Whipsnakes,2019
1192,751,GOAL,Assisted,Gunnar Waldt,Matt Rambo,Whipsnakes,2019
1404,592,GOAL,Assisted,Jack Concannon,Bryce Young,Whipsnakes,2019
1482,1224,GOAL,Assisted,Tim Troutner,Connor Kelly,Whipsnakes,2019
1070,799,GOAL,Assisted,Tim Troutner,Drew Snider,Whipsnakes,2019
944,835,GOAL,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
978,817,GOAL,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1043,972,GOAL,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1082,757,GOAL,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1194,596,GOAL,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1245,632,GOAL,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1304,698,GOAL,Assisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
976,1134,GOAL,Assisted,Adam Ghitelman,Connor Kelly,Whipsnakes,2019
1569,1305,GOAL,Assisted,Adam Ghitelman,Mike Chanenchuk,Whipsnakes,2019
1162,1105,GOAL,Assisted,Adam Ghitelman,Ryan Drenner,Whipsnakes,2019
1461,1125,GOAL,Assisted,Adam Ghitelman,Tim Muller,Whipsnakes,2019
1062,926,GOAL,Assisted,Blaze Riorden,Jay Carlson,Whipsnakes,2019
1505,1189,GOAL,Assisted,Blaze Riorden,Joe Nardella,Whipsnakes,2019
1428,1467,GOAL,Assisted,Blaze Riorden,Mike Chanenchuk,Whipsnakes,2019
1471,1405,GOAL,Assisted,Blaze Riorden,Mike Chanenchuk,Whipsnakes,2019
1027,1118,GOAL,Assisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
1146,1425,GOAL,Assisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
1345,1350,GOAL,Assisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
1050,847,GOAL,Assisted,Drew Adams,John Haus,Whipsnakes,2019
1518,847,GOAL,Assisted,Gunnar Waldt,Drew Snider,Whipsnakes,2019
1154,801,GOAL,Assisted,Gunnar Waldt,Joe Nardella,Whipsnakes,2019
1101,1291,GOAL,Assisted,Gunnar Waldt,John Haus,Whipsnakes,2019
1587,1033,GOAL,Assisted,Gunnar Waldt,John Haus,Whipsnakes,2019
1174,865,GOAL,Assisted,Jack Concannon,Jake Bernhardt,Whipsnakes,2019
1090,1228,GOAL,Assisted,Jack Concannon,Ryan Drenner,Whipsnakes,2019
1338,1411,GOAL,Assisted,John Galloway,Connor Kelly,Whipsnakes,2019
1110,838,GOAL,Assisted,John Galloway,Drew Snider,Whipsnakes,2019
1144,590,GOAL,Assisted,John Galloway,Jeremy Sieverts,Whipsnakes,2019
1343,562,GOAL,Assisted,John Galloway,Michael Ehrhardt,Whipsnakes,2019
1548,693,GOAL,Assisted,John Galloway,Michael Ehrhardt,Whipsnakes,2019
1706,884,GOAL,Assisted,John Galloway,Michael Ehrhardt,Whipsnakes,2019
1412,1484,GOAL,Assisted,John Galloway,Mike Chanenchuk,Whipsnakes,2019
1507,767,GOAL,Assisted,John Galloway,Mike Chanenchuk,Whipsnakes,2019
1305,1365,GOAL,Assisted,Tim Troutner,Drew Snider,Whipsnakes,2019
1401,1040,GOAL,Assisted,Tim Troutner,Drew Snider,Whipsnakes,2019
1045,1036,GOAL,Assisted,Tim Troutner,Jay Carlson,Whipsnakes,2019
1046,1025,GOAL,Assisted,Tim Troutner,Jay Carlson,Whipsnakes,2019
1256,588,GOAL,Assisted,Tim Troutner,Joe Locascio,Whipsnakes,2019
1385,929,GOAL,Assisted,Tim Troutner,Joe Locascio,Whipsnakes,2019
1245,575,GOAL,Assisted,Tim Troutner,John Haus,Whipsnakes,2019
1537,1204,GOAL,Assisted,Tim Troutner,Mike Chanenchuk,Whipsnakes,2019
1604,780,GOAL,Assisted,Tim Troutner,Mike Chanenchuk,Whipsnakes,2019
1645,840,GOAL,Assisted,Tim Troutner,Mike Chanenchuk,Whipsnakes,2019
1656,928,GOAL,Assisted,Tim Troutner,Mike Chanenchuk,Whipsnakes,2019
1010,836,GOAL,Assisted,Tim Troutner,Ryan Drenner,Whipsnakes,2019
1092,1278,GOAL,Assisted,Tim Troutner,Ryan Drenner,Whipsnakes,2019
1104,750,GOAL,Assisted,Tim Troutner,Ryan Drenner,Whipsnakes,2019
1149,1403,GOAL,Assisted,Tim Troutner,Ryan Drenner,Whipsnakes,2019
1519,954,GOAL,Assisted,Tim Troutner,Tyler Warner,Whipsnakes,2019
1250,1014,MESSY SAVE,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1132,944,MESSY SAVE,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1071,929,MESSY SAVE,Assisted,Tim Troutner,Scott Ratliff,Archers,2019
1081,1136,MESSY SAVE,Assisted,Scott Rodgers,Ian MacKay,Archers,2019
1349,1315,MESSY SAVE,Assisted,Blaze Riorden,Tom Schreiber,Archers,2019
983,469,MESSY SAVE,Assisted,Brett Queener,Joey Sankey,Archers,2019
1223,1124,MESSY SAVE,Assisted,Jack Concannon,Ryan Ambler,Archers,2019
1460,969,MESSY SAVE,Assisted,Jack Concannon,Ryan Ambler,Archers,2019
1174,758,MESSY SAVE,Assisted,Jack Concannon,Will Manny,Archers,2019
1283,1137,MESSY SAVE,Assisted,Jack Concannon,Will Manny,Archers,2019
1382,849,MESSY SAVE,Assisted,Jack Concannon,Will Manny,Archers,2019
1118,505,MESSY SAVE,Assisted,John Galloway,Will Manny,Archers,2019
1052,1209,MESSY SAVE,Assisted,Scott Rodgers,Joey Sankey,Archers,2019
1407,1355,MESSY SAVE,Assisted,Tim Troutner,Joey Sankey,Archers,2019
1011,1105,MESSY SAVE,Assisted,Tim Troutner,Ryan Ambler,Archers,2019
1249,1030,MESSY SAVE,Assisted,Tim Troutner,Will Manny,Archers,2019
1292,511,MESSY SAVE,Assisted,Tim Troutner,Will Manny,Archers,2019
1423,622,MESSY SAVE,Assisted,Tim Troutner,Will Manny,Archers,2019
1156,1040,MESSY SAVE,Assisted,Alex Ready,Davey Emala,Archers,2019
1374,1434,MESSY SAVE,Assisted,Alex Ready,Marcus Holman,Archers,2019
1398,1178,MESSY SAVE,Assisted,Blaze Riorden,Ben Mcintosh,Archers,2019
1060,872,MESSY SAVE,Assisted,Jack Concannon,Austin Sims,Archers,2019
1127,1025,MESSY SAVE,Assisted,Jack Concannon,Ben Mcintosh,Archers,2019
1329,880,MESSY SAVE,Assisted,Jack Concannon,Ben Mcintosh,Archers,2019
1148,1479,MESSY SAVE,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1476,1079,MESSY SAVE,Assisted,Jack Concannon,Marcus Holman,Archers,2019
1559,1302,MESSY SAVE,Assisted,Jack Concannon,Tom Schreiber,Archers,2019
1360,692,MESSY SAVE,Assisted,Kyle Bernlohr,Marcus Holman,Archers,2019
1665,741,MESSY SAVE,Assisted,Kyle Bernlohr,Mike Simon,Archers,2019
1589,1152,MESSY SAVE,Assisted,Kyle Bernlohr,Scott Ratliff,Archers,2019
926,753,MESSY SAVE,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1163,1342,MESSY SAVE,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1280,1029,MESSY SAVE,Assisted,Tim Troutner,Tom Schreiber,Archers,2019
1094,1247,MESSY SAVE,Assisted,Drew Adams,Joel Tinney,Atlas,2019
1075,1176,MESSY SAVE,Assisted,John Galloway,Chris Cloutier,Atlas,2019
1025,928,MESSY SAVE,Assisted,Adam Ghitelman,Joel Tinney,Atlas,2019
1100,548,MESSY SAVE,Assisted,Adam Ghitelman,Kieran McArdle,Atlas,2019
1258,507,MESSY SAVE,Assisted,Adam Ghitelman,Kieran McArdle,Atlas,2019
1210,773,MESSY SAVE,Assisted,Alex Ready,Kieran McArdle,Atlas,2019
1073,1163,MESSY SAVE,Assisted,Blaze Riorden,Joel Tinney,Atlas,2019
1190,697,MESSY SAVE,Assisted,Blaze Riorden,Joel Tinney,Atlas,2019
1042,934,MESSY SAVE,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1524,657,MESSY SAVE,Assisted,Drew Adams,Ryan Brown,Atlas,2019
982,872,MESSY SAVE,Assisted,John Galloway,Kieran McArdle,Atlas,2019
1102,625,MESSY SAVE,Assisted,John Galloway,Ryan Brown,Atlas,2019
1242,1332,MESSY SAVE,Assisted,John Galloway,Ryan Brown,Atlas,2019
1090,887,MESSY SAVE,Assisted,Adam Ghitelman,Connor Buczek,Atlas,2019
1185,567,MESSY SAVE,Assisted,Adam Ghitelman,James Pannell,Atlas,2019
