Y,X,Result,Assisted,Goalie,Player,Team,Year
996,872,GOAL,Assisted,John Galloway,Jake Bernhardt,Whipsnakes,2019
1114,815,GOAL,Assisted,John Galloway,Matt Rambo,Whipsnakes,2019
1235,1345,OFF,Unassisted,John Galloway,Matt Rambo,Whipsnakes,2019
1128,1291,OFF,Assisted,Kyle Bernlohr,Jordan Wolf,Chrome,2019
1066,782,OFF,Unassisted,John Galloway,Jules Heningburg,Whipsnakes,2019
1597,919,OFF,Unassisted,John Galloway,Mike Chanenchuk,Whipsnakes,2019
1523,1362,OFF,Unassisted,Kyle Bernlohr,Max Tuttle,Chrome,2019
1332,1162,MESSY SAVE,Unassisted,Kyle Bernlohr,Jordan Wolf,Chrome,2019
1332,569,CLEAN SAVE,Unassisted,John Galloway,Mike Chanenchuk,Whipsnakes,2019
1344,1002,BLOCKED,Unassisted,Kyle Bernlohr,Max Tuttle,Chrome,2019
1534,768,GOAL,Assisted,Kyle Bernlohr,Romar Dennis,Chrome,2019
1319,719,MESSY SAVE,Unassisted,John Galloway,Ben Reeves,Whipsnakes,2019
1289,574,GOAL,Unassisted,John Galloway,Ben Reeves,Whipsnakes,2019
1014,797,OFF,Unassisted,John Galloway,Matt Rambo,Whipsnakes,2019
1032,706,PIPE,Unassisted,John Galloway,Jules Heningburg,Whipsnakes,2019
1117,1243,OFF,Unassisted,Kyle Bernlohr,Jordan Wolf,Chrome,2019
1111,1374,OFF,Assisted,John Galloway,Ryan Drenner,Whipsnakes,2019
1636,721,GOAL,Unassisted,John Galloway,John Haus,Whipsnakes,2019
1045,724,OFF,Unassisted,Kyle Bernlohr,Justin Guterding,Chrome,2019
1124,1136,GOAL,Unassisted,Kyle Bernlohr,Jordan Wolf,Chrome,2019
1075,603,MESSY SAVE,Assisted,John Galloway,Ben Reeves,Whipsnakes,2019
1186,832,MESSY SAVE,Assisted,John Galloway,Ryan Drenner,Whipsnakes,2019
1643,1290,PIPE,Assisted,Kyle Bernlohr,Matt Danowski,Chrome,2019
1124,1119,GOAL,Unassisted,Kyle Bernlohr,Jordan Wolf,Chrome,2019
1498,807,OFF,Unassisted,John Galloway,Mike Chanenchuk,Whipsnakes,2019
1099,721,OFF,Unassisted,John Galloway,Ryan Drenner,Whipsnakes,2019
1207,1109,CLEAN SAVE,Assisted,Kyle Bernlohr,Jordan Wolf,Chrome,2019
1259,1286,PIPE,Unassisted,Kyle Bernlohr,Jordan MacIntosh,Chrome,2019
1512,1280,MESSY SAVE,Assisted,Kyle Bernlohr,Ned Crotty,Chrome,2019
1983,1230,MESSY SAVE,Assisted,John Galloway,Michael Ehrhardt,Whipsnakes,2019
1347,738,CLEAN SAVE,Assisted,John Galloway,Mike Chanenchuk,Whipsnakes,2019
1018,1152,OFF,Unassisted,John Galloway,Matt Rambo,Whipsnakes,2019
1362,1234,GOAL,Unassisted,John Galloway,Ryan Drenner,Whipsnakes,2019
1361,1140,OFF,Unassisted,Adam Ghitelman,Jack Near,Redwoods,2019
1463,667,BLOCKED,Unassisted,Adam Ghitelman,Matt Kavanagh,Redwoods,2019
1503,821,OFF,Unassisted,Adam Ghitelman,Joe Walters,Redwoods,2019
1058,749,MESSY SAVE,Assisted,Adam Ghitelman,Matt Kavanagh,Redwoods,2019
1127,1155,GOAL,Assisted,Adam Ghitelman,Clarke Petterson,Redwoods,2019
1133,883,MESSY SAVE,Assisted,Adam Ghitelman,Joey Sankey,Redwoods,2019
1270,1120,GOAL,Unassisted,Adam Ghitelman,Joe Walters,Redwoods,2019
1077,1362,OFF,Unassisted,Tim Troutner,Marcus Holman,Archers,2019
1125,870,GOAL,Assisted,Tim Troutner,Dan Eipp,Archers,2019
949,810,MESSY SAVE,Assisted,Tim Troutner,Will Manny,Archers,2019
989,874,GOAL,Assisted,Tim Troutner,Will Manny,Archers,2019
1357,718,OFF,Unassisted,Adam Ghitelman,Greg Gurenlian,Redwoods,2019
1463,640,MESSY SAVE,Unassisted,Tim Troutner,Ian MacKay,Archers,2019
1629,1213,OFF,Unassisted,Adam Ghitelman,John Sexton,Redwoods,2019
1149,900,OFF,Assisted,Tim Troutner,Will Manny,Archers,2019
1018,909,GOAL,Assisted,Tim Troutner,Will Manny,Archers,2019
1247,1240,OFF,Assisted,Adam Ghitelman,Clarke Petterson,Redwoods,2019
1281,582,CLEAN SAVE,Assisted,Adam Ghitelman,Matt Kavanagh,Redwoods,2019
958,1191,OFF,Unassisted,Tim Troutner,Ian MacKay,Archers,2019
1333,660,CLEAN SAVE,Unassisted,Adam Ghitelman,Matt Kavanagh,Redwoods,2019
1109,892,MESSY SAVE,Assisted,Tim Troutner,Tyler Pfister,Archers,2019
1362,1391,GOAL,Unassisted,Tim Troutner,Stephen Kelly,Archers,2019
975,826,MESSY SAVE,Unassisted,Adam Ghitelman,Joey Sankey,Redwoods,2019
1082,1323,GOAL,Unassisted,Adam Ghitelman,Joe Walters,Redwoods,2019
1536,779,GOAL,Unassisted,Adam Ghitelman,Sergio Salcido,Redwoods,2019
1523,953,MESSY SAVE,Unassisted,Adam Ghitelman,Sergio Perkovic,Redwoods,2019
1449,623,OFF,Unassisted,Adam Ghitelman,Kyle Harrison,Redwoods,2019
1218,717,CLEAN SAVE,Assisted,Adam Ghitelman,Joe Walters,Redwoods,2019
1526,1319,PIPE,Unassisted,Adam Ghitelman,Brent Adams,Redwoods,2019
1451,1222,MESSY SAVE,Assisted,Tim Troutner,Tom Schreiber,Archers,2019
1028,1108,GOAL,Assisted,Adam Ghitelman,Clarke Petterson,Redwoods,2019
967,837,MESSY SAVE,Unassisted,Adam Ghitelman,Matt Kavanagh,Redwoods,2019
1292,515,CLEAN SAVE,Assisted,Tim Troutner,Ryan Ambler,Archers,2019
1398,1503,BLOCKED,Assisted,Adam Ghitelman,John Sexton,Redwoods,2019
1428,692,CLEAN SAVE,Assisted,Adam Ghitelman,Joe Walters,Redwoods,2019
1143,881,MESSY SAVE,Assisted,Tim Troutner,Tyler Pfister,Archers,2019
1383,1023,MESSY SAVE,Assisted,Tim Troutner,Dan Eipp,Archers,2019
1504,1034,MESSY SAVE,Unassisted,Tim Troutner,Dan Eipp,Archers,2019
1569,1298,MESSY SAVE,Assisted,Adam Ghitelman,Sergio Perkovic,Redwoods,2019
992,729,MESSY SAVE,Assisted,Adam Ghitelman,Joey Sankey,Redwoods,2019
1261,1550,CLEAN SAVE,Assisted,Adam Ghitelman,Kyle Harrison,Redwoods,2019
1343,1396,GOAL,Unassisted,Adam Ghitelman,Sergio Perkovic,Redwoods,2019
1664,1111,MESSY SAVE,Assisted,Tim Troutner,Stephen Kelly,Archers,2019
924,1176,CLEAN SAVE,Unassisted,Adam Ghitelman,Joey Sankey,Redwoods,2019
1289,627,MESSY SAVE,Unassisted,Tim Troutner,Ryan Ambler,Archers,2019
1427,879,GOAL,Unassisted,Tim Troutner,Tom Schreiber,Archers,2019
1521,1081,MESSY SAVE,Unassisted,Adam Ghitelman,Greg Gurenlian,Redwoods,2019
1085,1554,GOAL,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1104,810,GOAL,Unassisted,Tim Troutner,Ryan Ambler,Archers,2019
1019,872,GOAL,Assisted,Adam Ghitelman,Matt Kavanagh,Redwoods,2019
1172,659,OFF,Unassisted,Adam Ghitelman,Clarke Petterson,Redwoods,2019
1527,953,OFF,Assisted,Tim Troutner,Tom Schreiber,Archers,2019
1037,1220,MESSY SAVE,Unassisted,Tim Troutner,Kevin Rice,Archers,2019
1543,727,OFF,Assisted,Adam Ghitelman,Sergio Perkovic,Redwoods,2019
1470,1132,CLEAN SAVE,Assisted,Tim Troutner,Ben Mcintosh,Archers,2019
1454,1342,GOAL,Unassisted,Adam Ghitelman,Brent Adams,Redwoods,2019
1488,1317,CLEAN SAVE,Assisted,Tim Troutner,Mark Mcneill,Archers,2019
1510,1347,OFF,Assisted,Tim Troutner,Scott Ratliff,Archers,2019
1102,1315,CLEAN SAVE,Unassisted,Adam Ghitelman,Joey Sankey,Redwoods,2019
1583,707,CLEAN SAVE,Assisted,Adam Ghitelman,Brent Adams,Redwoods,2019
1127,1234,OFF,Assisted,Tim Troutner,Ryan Ambler,Archers,2019
1309,1002,CLEAN SAVE,Assisted,Tim Troutner,Marcus Holman,Archers,2019
1375,1453,MESSY SAVE,Assisted,Tim Troutner,Kevin Rice,Archers,2019
1242,1034,GOAL,Assisted,Tim Troutner,Tom Schreiber,Archers,2019
1500,1042,GOAL,Unassisted,Adam Ghitelman,Sergio Perkovic,Redwoods,2019
1055,1292,OFF,Unassisted,Adam Ghitelman,Kyle Harrison,Redwoods,2019
1219,747,OFF,Assisted,Adam Ghitelman,Joey Sankey,Redwoods,2019
1316,1368,MESSY SAVE,Assisted,Tim Troutner,Will Manny,Archers,2019
1122,1319,GOAL,Unassisted,Tim Troutner,Ben Mcintosh,Archers,2019
1075,1192,OFF,Unassisted,Tim Troutner,Kevin Rice,Archers,2019
1327,674,OFF,Unassisted,Tim Troutner,Dominique Alexander,Archers,2019
1111,712,OFF,Unassisted,Tim Troutner,Marcus Holman,Archers,2019
1283,1286,GOAL,Unassisted,Tim Troutner,Ben Mcintosh,Archers,2019
1186,1546,GOAL,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1386,1089,PIPE,Unassisted,Blaze Riorden,Ryan Conrad,Atlas,2019
1600,782,OFF,Assisted,Jack Concannon,Troy Reh,Chaos,2019
1334,1405,BLOCKED,Unassisted,Jack Concannon,Jake Froccaro,Chaos,2019
1117,986,BLOCKED,Assisted,Blaze Riorden,Eric Law,Atlas,2019
1336,1000,BLOCKED,Assisted,Jack Concannon,Myles Jones,Chaos,2019
1022,813,MESSY SAVE,Assisted,Blaze Riorden,Eric Law,Atlas,2019
1446,619,OFF,Assisted,Jack Concannon,Eric Scott,Chaos,2019
1261,1287,GOAL,Assisted,Jack Concannon,Kevin Buchanan,Chaos,2019
1654,1359,GOAL,Unassisted,Jack Concannon,Matt Rees,Chaos,2019
1510,628,BLOCKED,Unassisted,Blaze Riorden,Paul Rabil,Atlas,2019
1205,1189,OFF,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1024,1170,OFF,Assisted,Blaze Riorden,Joel Tinney,Atlas,2019
1055,1289,GOAL,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1359,715,OFF,Unassisted,Jack Concannon,Myles Jones,Chaos,2019
1511,725,MESSY SAVE,Assisted,Jack Concannon,Jake Froccaro,Chaos,2019
1234,1002,MESSY SAVE,Unassisted,Jack Concannon,Connor Fields,Chaos,2019
1630,725,GOAL,Assisted,Jack Concannon,Jake Froccaro,Chaos,2019
1719,1311,GOAL,Unassisted,Jack Concannon,Matt Rees,Chaos,2019
1305,721,GOAL,Unassisted,Blaze Riorden,Kieran McArdle,Atlas,2019
1266,534,MESSY SAVE,Unassisted,Blaze Riorden,Ryan Brown,Atlas,2019
1024,850,MESSY SAVE,Unassisted,Jack Concannon,Connor Fields,Chaos,2019
942,1152,GOAL,Assisted,Blaze Riorden,Eric Law,Atlas,2019
1093,920,OFF,Assisted,Jack Concannon,Josh Byrne,Chaos,2019
1100,1080,MESSY SAVE,Assisted,Jack Concannon,Jeremy Thompson,Chaos,2019
1320,984,MESSY SAVE,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1108,731,OFF,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1500,993,GOAL,Unassisted,Blaze Riorden,Kevin Unterstein,Atlas,2019
1426,1360,MESSY SAVE,Unassisted,Blaze Riorden,Connor Buczek,Atlas,2019
1657,727,OFF,Assisted,Jack Concannon,Jarrod Neumann,Chaos,2019
999,1123,GOAL,Assisted,Jack Concannon,Jake Froccaro,Chaos,2019
1508,1047,MESSY SAVE,Assisted,Jack Concannon,Kyle Mcclancy,Chaos,2019
1032,556,GOAL,Assisted,Blaze Riorden,Kieran McArdle,Atlas,2019
1367,691,OFF,Unassisted,Jack Concannon,Jake Froccaro,Chaos,2019
1104,1266,GOAL,Unassisted,Jack Concannon,Connor Fields,Chaos,2019
1531,708,CLEAN SAVE,Assisted,Jack Concannon,Jeremy Thompson,Chaos,2019
1370,611,MESSY SAVE,Assisted,Blaze Riorden,Joel Tinney,Atlas,2019
1160,1276,GOAL,Unassisted,Jack Concannon,Patrick Resch,Chaos,2019
1488,1312,CLEAN SAVE,Unassisted,Blaze Riorden,Paul Rabil,Atlas,2019
1402,760,MESSY SAVE,Unassisted,Jack Concannon,Myles Jones,Chaos,2019
1036,1122,GOAL,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1386,1183,GOAL,Unassisted,Blaze Riorden,Kyle Hartzell,Atlas,2019
1525,656,OFF,Assisted,Jack Concannon,Deemer Class,Chaos,2019
1068,1275,MESSY SAVE,Unassisted,Jack Concannon,Connor Fields,Chaos,2019
1020,904,CLEAN SAVE,Assisted,Blaze Riorden,Chris Cloutier,Atlas,2019
1443,833,GOAL,Unassisted,Jack Concannon,Connor Fields,Chaos,2019
1597,1080,CLEAN SAVE,Unassisted,Blaze Riorden,Connor Buczek,Atlas,2019
1495,932,GOAL,Unassisted,Jack Concannon,Jake Froccaro,Chaos,2019
1326,1284,OFF,Unassisted,Jack Concannon,Myles Jones,Chaos,2019
1114,725,OFF,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1789,1071,OFF,Unassisted,Blaze Riorden,Kyle Hartzell,Atlas,2019
1365,957,MESSY SAVE,Unassisted,Jack Concannon,Kevin Buchanan,Chaos,2019
1229,1009,GOAL,Assisted,Blaze Riorden,Noah Richard,Atlas,2019
1584,1289,CLEAN SAVE,Unassisted,Blaze Riorden,Ryan Brown,Atlas,2019
1048,1330,GOAL,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1353,1485,PIPE,Assisted,Jack Concannon,Jeremy Thompson,Chaos,2019
1533,806,MESSY SAVE,Unassisted,Jack Concannon,Connor Fields,Chaos,2019
1001,814,CLEAN SAVE,Unassisted,Blaze Riorden,Kieran McArdle,Atlas,2019
989,864,MESSY SAVE,Assisted,Blaze Riorden,Joel Tinney,Atlas,2019
1727,1036,OFF,Assisted,Jack Concannon,Deemer Class,Chaos,2019
972,576,OFF,Unassisted,Jack Concannon,Deemer Class,Chaos,2019
1596,1105,OFF,Assisted,Blaze Riorden,Connor Buczek,Atlas,2019
1101,1147,MESSY SAVE,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1048,886,GOAL,Assisted,Blaze Riorden,Chris Cloutier,Atlas,2019
907,836,MESSY SAVE,Assisted,Blaze Riorden,Eric Law,Atlas,2019
993,850,GOAL,Unassisted,Blaze Riorden,Chris Cloutier,Atlas,2019
1017,886,MESSY SAVE,Assisted,Blaze Riorden,Kieran McArdle,Atlas,2019
1414,729,BLOCKED,Unassisted,Jack Concannon,Kevin Buchanan,Chaos,2019
1427,1197,GOAL,Unassisted,Jack Concannon,Josh Byrne,Chaos,2019
952,859,GOAL,Assisted,Blaze Riorden,Kieran McArdle,Atlas,2019
1084,1466,BLOCKED,Unassisted,Blaze Riorden,Paul Rabil,Atlas,2019
1223,759,BLOCKED,Unassisted,Blaze Riorden,Ryan Brown,Atlas,2019
1424,1081,CLEAN SAVE,Unassisted,Jack Concannon,Jake Froccaro,Chaos,2019
1328,1022,OFF,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1581,524,BLOCKED,Unassisted,Blaze Riorden,Cade Van Raaphorst,Atlas,2019
1339,1517,OFF,Assisted,Blaze Riorden,Ryan Brown,Atlas,2019
1653,1196,CLEAN SAVE,Assisted,Blaze Riorden,Paul Rabil,Atlas,2019
1249,1391,GOAL,Assisted,Blaze Riorden,Joel Tinney,Atlas,2019
1434,1361,OFF,Unassisted,Blaze Riorden,Connor Buczek,Atlas,2019
1012,780,MESSY SAVE,Assisted,Blaze Riorden,Joel Tinney,Atlas,2019
1073,906,GOAL,Assisted,Jack Concannon,Deemer Class,Chaos,2019
1316,535,PIPE,Assisted,Jack Concannon,Josh Byrne,Chaos,2019
1550,1432,GOAL,Assisted,Blaze Riorden,Connor Buczek,Atlas,2019
1197,804,GOAL,Assisted,Jack Concannon,Miles Thompson,Chaos,2019
1410,1554,MESSY SAVE,Unassisted,Blaze Riorden,Paul Rabil,Atlas,2019
1480,1207,MESSY SAVE,Unassisted,Blaze Riorden,Kyle Harrison,Redwoods,2019
1637,985,GOAL,Unassisted,Blaze Riorden,Sergio Salcido,Redwoods,2019
1427,790,OFF,Unassisted,Blaze Riorden,Greg Gurenlian,Redwoods,2019
1312,1490,BLOCKED,Unassisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1182,678,GOAL,Assisted,Blaze Riorden,Joe Walters,Redwoods,2019
1195,1034,MESSY SAVE,Unassisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1330,567,OFF,Unassisted,Blaze Riorden,Matt Kavanagh,Redwoods,2019
963,1244,OFF,Unassisted,Blaze Riorden,Joey Sankey,Redwoods,2019
1050,1179,GOAL,Assisted,Tim Troutner,Miles Thompson,Chaos,2019
913,837,MESSY SAVE,Assisted,Tim Troutner,Josh Byrne,Chaos,2019
1492,869,MESSY SAVE,Assisted,Blaze Riorden,Joe Walters,Redwoods,2019
1386,948,GOAL,Unassisted,Tim Troutner,Josh Byrne,Chaos,2019
1445,1377,OFF,Assisted,Blaze Riorden,Nick Ossello,Redwoods,2019
1114,963,MESSY SAVE,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
930,847,GOAL,Assisted,Tim Troutner,Connor Fields,Chaos,2019
1592,1134,CLEAN SAVE,Unassisted,Blaze Riorden,Brent Adams,Redwoods,2019
1514,1160,OFF,Unassisted,Tim Troutner,Jake Froccaro,Chaos,2019
1033,1399,MESSY SAVE,Assisted,Tim Troutner,Kevin Buchanan,Chaos,2019
1453,1355,GOAL,Assisted,Blaze Riorden,Brent Adams,Redwoods,2019
1133,1099,OFF,Unassisted,Blaze Riorden,Joey Sankey,Redwoods,2019
1654,1082,OFF,Unassisted,Blaze Riorden,Sergio Salcido,Redwoods,2019
960,855,MESSY SAVE,Unassisted,Tim Troutner,Connor Fields,Chaos,2019
1456,1239,BLOCKED,Unassisted,Blaze Riorden,Sergio Salcido,Redwoods,2019
1490,757,MESSY SAVE,Unassisted,Tim Troutner,Eric Scott,Chaos,2019
1485,1116,OFF,Assisted,Blaze Riorden,Matt Kavanagh,Redwoods,2019
1059,750,MESSY SAVE,Assisted,Blaze Riorden,Joey Sankey,Redwoods,2019
1542,916,CLEAN SAVE,Assisted,Blaze Riorden,Kyle Harrison,Redwoods,2019
1197,1202,OFF,Assisted,Tim Troutner,Matt Rees,Chaos,2019
1265,888,GOAL,Unassisted,Tim Troutner,Connor Fields,Chaos,2019
1449,1151,OFF,Unassisted,Tim Troutner,Myles Jones,Chaos,2019
1089,1136,GOAL,Assisted,Blaze Riorden,Matt Kavanagh,Redwoods,2019
1297,1198,OFF,Unassisted,Blaze Riorden,Ryder Garnsey,Redwoods,2019
1049,1056,MESSY SAVE,Unassisted,Tim Troutner,Miles Thompson,Chaos,2019
1180,823,GOAL,Unassisted,Tim Troutner,Connor Fields,Chaos,2019
1327,1434,GOAL,Unassisted,Tim Troutner,Eric Scott,Chaos,2019
1111,1065,GOAL,Assisted,Tim Troutner,Deemer Class,Chaos,2019
1537,849,BLOCKED,Unassisted,Tim Troutner,Myles Jones,Chaos,2019
1138,901,OFF,Assisted,Tim Troutner,Miles Thompson,Chaos,2019
1176,510,BLOCKED,Unassisted,Blaze Riorden,Sergio Salcido,Redwoods,2019
1004,881,GOAL,Assisted,Tim Troutner,Connor Fields,Chaos,2019
1477,692,OFF,Assisted,Blaze Riorden,Brian Karalunas,Redwoods,2019
1051,489,OFF,Assisted,Tim Troutner,Josh Byrne,Chaos,2019
1266,651,OFF,Assisted,Blaze Riorden,Joe Walters,Redwoods,2019
1603,1067,OFF,Unassisted,Tim Troutner,Jack Rowlett,Chaos,2019
1180,846,OFF,Assisted,Tim Troutner,Jake Froccaro,Chaos,2019
1378,717,GOAL,Unassisted,Blaze Riorden,Brent Adams,Redwoods,2019
1198,873,OFF,Assisted,Blaze Riorden,Matt Kavanagh,Redwoods,2019
1019,1116,GOAL,Assisted,Charlie Cipriano,Clarke Petterson,Redwoods,2019
1050,1042,MESSY SAVE,Assisted,Charlie Cipriano,Clarke Petterson,Redwoods,2019
1292,1448,OFF,Assisted,Charlie Cipriano,Kyle Harrison,Redwoods,2019
949,1219,MESSY SAVE,Unassisted,Charlie Cipriano,Joey Sankey,Redwoods,2019
1255,683,GOAL,Assisted,Charlie Cipriano,Patrick Harbeson,Redwoods,2019
1620,752,MESSY SAVE,Assisted,Blaze Riorden,Kyle Harrison,Redwoods,2019
1637,720,OFF,Assisted,Tim Troutner,Matt Rees,Chaos,2019
1255,1443,CLEAN SAVE,Assisted,Blaze Riorden,Joey Sankey,Redwoods,2019
1156,926,GOAL,Assisted,Tim Troutner,Miles Thompson,Chaos,2019
923,856,MESSY SAVE,Unassisted,Blaze Riorden,Joe Walters,Redwoods,2019
1473,1136,OFF,Unassisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1275,804,GOAL,Unassisted,Blaze Riorden,Matt Kavanagh,Redwoods,2019
1440,1466,MESSY SAVE,Assisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1185,978,GOAL,Unassisted,Blaze Riorden,Ryder Garnsey,Redwoods,2019
1471,1552,OFF,Assisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1287,865,GOAL,Assisted,Tim Troutner,Miles Thompson,Chaos,2019
1212,1232,GOAL,Assisted,Tim Troutner,Jake Froccaro,Chaos,2019
1377,592,OFF,Unassisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1273,1521,OFF,Assisted,Blaze Riorden,Sergio Salcido,Redwoods,2019
1160,834,GOAL,Assisted,Blaze Riorden,Brent Adams,Redwoods,2019
1643,1237,OFF,Unassisted,Blaze Riorden,Garrett Epple,Redwoods,2019
1351,748,MESSY SAVE,Unassisted,Blaze Riorden,Joe Walters,Redwoods,2019
1368,1413,OFF,Unassisted,Tim Troutner,Jake Froccaro,Chaos,2019
1225,1131,CLEAN SAVE,Unassisted,Tim Troutner,Myles Jones,Chaos,2019
941,808,CLEAN SAVE,Assisted,Blaze Riorden,Joey Sankey,Redwoods,2019
1582,789,OFF,Assisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1295,1500,BLOCKED,Assisted,Blaze Riorden,Kyle Harrison,Redwoods,2019
1064,1172,CLEAN SAVE,Assisted,Tim Troutner,Jake Froccaro,Chaos,2019
1180,1433,OFF,Assisted,Blaze Riorden,Clarke Petterson,Redwoods,2019
1320,723,CLEAN SAVE,Unassisted,Blaze Riorden,Matt Kavanagh,Redwoods,2019
1201,1438,CLEAN SAVE,Unassisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1044,957,GOAL,Assisted,Tim Troutner,Josh Byrne,Chaos,2019
1144,1395,GOAL,Unassisted,Adam Ghitelman,Mike Chanenchuk,Whipsnakes,2019
1739,1228,OFF,Assisted,Adam Ghitelman,Michael Ehrhardt,Whipsnakes,2019
1505,520,GOAL,Assisted,Adam Ghitelman,Mike Chanenchuk,Whipsnakes,2019
1438,901,CLEAN SAVE,Unassisted,Kyle Bernlohr,Stephen Kelly,Archers,2019
1438,641,PIPE,Unassisted,Kyle Bernlohr,Will Manny,Archers,2019
1160,558,OFF,Unassisted,Adam Ghitelman,Jake Bernhardt,Whipsnakes,2019
1291,489,MESSY SAVE,Assisted,Kyle Bernlohr,Ian MacKay,Archers,2019
1383,1109,OFF,Assisted,Kyle Bernlohr,Will Manny,Archers,2019
1083,1208,MESSY SAVE,Assisted,Kyle Bernlohr,Ben Mcintosh,Archers,2019
1430,1241,CLEAN SAVE,Assisted,Kyle Bernlohr,Tom Schreiber,Archers,2019
1493,858,BLOCKED,Unassisted,Kyle Bernlohr,Dan Eipp,Archers,2019
1155,1223,MESSY SAVE,Assisted,Kyle Bernlohr,Marcus Holman,Archers,2019
1232,1510,OFF,Unassisted,Kyle Bernlohr,Kevin Rice,Archers,2019
1336,1478,OFF,Unassisted,Kyle Bernlohr,Austin Sims,Archers,2019
992,583,MESSY SAVE,Unassisted,Kyle Bernlohr,Marcus Holman,Archers,2019
973,1318,OFF,Unassisted,Adam Ghitelman,Jules Heningburg,Whipsnakes,2019
1307,508,MESSY SAVE,Unassisted,Adam Ghitelman,Drew Snider,Whipsnakes,2019
1108,770,GOAL,Unassisted,Adam Ghitelman,Connor Kelly,Whipsnakes,2019
1209,1478,CLEAN SAVE,Unassisted,Kyle Bernlohr,Kevin Rice,Archers,2019
1335,1196,CLEAN SAVE,Unassisted,Adam Ghitelman,Mike Chanenchuk,Whipsnakes,2019
1664,1223,OFF,Assisted,Kyle Bernlohr,Scott Ratliff,Archers,2019
1428,789,OFF,Unassisted,Kyle Bernlohr,Austin Sims,Archers,2019
1011,1124,MESSY SAVE,Unassisted,Kyle Bernlohr,Will Manny,Archers,2019
1109,1423,PIPE,Assisted,Adam Ghitelman,Jules Heningburg,Whipsnakes,2019
1129,640,OFF,Assisted,Kyle Bernlohr,Marcus Holman,Archers,2019
1043,772,OFF,Unassisted,Adam Ghitelman,Matt Rambo,Whipsnakes,2019
1118,649,MESSY SAVE,Unassisted,Adam Ghitelman,Drew Snider,Whipsnakes,2019
1435,1119,GOAL,Assisted,Kyle Bernlohr,Ben Mcintosh,Archers,2019
1400,1365,GOAL,Unassisted,Adam Ghitelman,Joe Locascio,Whipsnakes,2019
1180,830,CLEAN SAVE,Unassisted,Adam Ghitelman,Matt Rambo,Whipsnakes,2019
1386,1323,GOAL,Unassisted,Kyle Bernlohr,Tom Schreiber,Archers,2019
1448,857,MESSY SAVE,Unassisted,Adam Ghitelman,Joe Nardella,Whipsnakes,2019
1249,1417,GOAL,Unassisted,Kyle Bernlohr,Tom Schreiber,Archers,2019
1008,1431,MESSY SAVE,Assisted,Kyle Bernlohr,Marcus Holman,Archers,2019
1176,787,GOAL,Assisted,Kyle Bernlohr,Will Manny,Archers,2019
1036,1068,MESSY SAVE,Assisted,Kyle Bernlohr,Ben Mcintosh,Archers,2019
1199,887,OFF,Unassisted,Kyle Bernlohr,Ben Mcintosh,Archers,2019
1294,921,OFF,Assisted,Kyle Bernlohr,Marcus Holman,Archers,2019
1656,838,CLEAN SAVE,Assisted,Kyle Bernlohr,Ian MacKay,Archers,2019
1616,789,OFF,Assisted,Adam Ghitelman,Michael Ehrhardt,Whipsnakes,2019
1620,1209,OFF,Assisted,Kyle Bernlohr,Austin Sims,Archers,2019
1295,977,GOAL,Assisted,Kyle Bernlohr,Marcus Holman,Archers,2019
1276,1463,GOAL,Assisted,Kyle Bernlohr,Ben Mcintosh,Archers,2019
1311,873,GOAL,Assisted,Kyle Bernlohr,Tom Schreiber,Archers,2019
979,1132,OFF,Assisted,Adam Ghitelman,Matt Rambo,Whipsnakes,2019
1180,597,OFF,Unassisted,Kyle Bernlohr,Tom Schreiber,Archers,2019
1184,1376,MESSY SAVE,Unassisted,Adam Ghitelman,Connor Kelly,Whipsnakes,2019
1588,863,OFF,Unassisted,Kyle Bernlohr,Ian MacKay,Archers,2019
882,1165,CLEAN SAVE,Unassisted,Kyle Bernlohr,Kevin Rice,Archers,2019
1258,1553,CLEAN SAVE,Unassisted,Adam Ghitelman,Joe Locascio,Whipsnakes,2019
1454,1277,CLEAN SAVE,Unassisted,Kyle Bernlohr,Ben Mcintosh,Archers,2019
1093,1018,GOAL,Assisted,Adam Ghitelman,Jules Heningburg,Whipsnakes,2019
1341,527,CLEAN SAVE,Unassisted,Adam Ghitelman,Ben Reeves,Whipsnakes,2019
1384,591,GOAL,Assisted,Kyle Bernlohr,Ian MacKay,Archers,2019
